abstract,title,journal,year,doi,authors,referenced_works,L1,L2,L1_label,L2_label
achieving shared common or mutual understandings among geographically dispersed workers is a central concern in the distributed work literature nonetheless little is known yet about the sociocognitive acts and communication processes involved with synchronizing and cocreating understandings in such settings building on a case study of a geographically distributed information systems development project at one of indias largest offshore vendors we postulate that knowledge and experience asymmetries and requirements and task characteristics such as complexity instability ambiguity and novelty prompt onsite and offshore team members to engage in acts of sensegiving sensedemanding and sensebreaking this allows them to make sense of their tasks and their environment and it increases the likelihood that congruent and actionable understandings emerge furthermore it assists them in cocreating novel understandings especially when acts of sensegiving and sensedemanding are complemented with instances of sensebreaking our results contribute to the literature by explaining how distributed team members mitigate problems of understanding transfer preexisting understandings and cocreate novel understandings acts of sensegiving sensedemanding and sensebreaking allow distributed team members to jointly explore and generate value thereby amplifying the performance of distributed workers,"Cocreating Understanding and Value in Distributed Work: How Members of Onsite and Offshore Vendor Teams Give, Make, Demand, and Break Sense",MIS Quarterly,2008.0,10.2307/25148839,"[{'affiliation': array(['Vrije Universiteit Amsterdam'], dtype=object), 'family': 'Vlaar', 'given': '', 'sequence': 'first'}
 {'affiliation': array(['Netherlands Defence Academy'], dtype=object), 'family': 'Fenema', 'given': 'van', 'sequence': 'additional'}
 {'affiliation': array(['Erasmus University Rotterdam'], dtype=object), 'family': 'Tiwari', 'given': '', 'sequence': 'additional'}]","['https://openalex.org/W1047302834' 'https://openalex.org/W114406625'
 'https://openalex.org/W137815690' 'https://openalex.org/W139070083'
 'https://openalex.org/W1483750279' 'https://openalex.org/W1483821174'
 'https://openalex.org/W1498488428' 'https://openalex.org/W1506150625'
 'https://openalex.org/W1510714526' 'https://openalex.org/W1517854496'
 'https://openalex.org/W1518732113' 'https://openalex.org/W1527311855'
 'https://openalex.org/W1529921276' 'https://openalex.org/W1537202'
 'https://openalex.org/W1548771125' 'https://openalex.org/W1555434390'
 'https://openalex.org/W1573335570' 'https://openalex.org/W15893713'
 'https://openalex.org/W1607293965' 'https://openalex.org/W1813005377'
 'https://openalex.org/W1819131608' 'https://openalex.org/W1859339560'
 'https://openalex.org/W1879886617' 'https://openalex.org/W1957117985'
 'https://openalex.org/W1971373602' 'https://openalex.org/W1972120293'
 'https://openalex.org/W1981973200' 'https://openalex.org/W1983272981'
 'https://openalex.org/W1987719539' 'https://openalex.org/W1993263252'
 'https://openalex.org/W2001965664' 'https://openalex.org/W2004184632'
 'https://openalex.org/W2008810867' 'https://openalex.org/W201578715'
 'https://openalex.org/W2016276386' 'https://openalex.org/W2020569422'
 'https://openalex.org/W2022579898' 'https://openalex.org/W2023664726'
 'https://openalex.org/W2024569042' 'https://openalex.org/W2024701794'
 'https://openalex.org/W2028663006' 'https://openalex.org/W2029226667'
 'https://openalex.org/W2029391704' 'https://openalex.org/W2031394198'
 'https://openalex.org/W2033190752' 'https://openalex.org/W2038408871'
 'https://openalex.org/W2039674826' 'https://openalex.org/W2044120881'
 'https://openalex.org/W204749382' 'https://openalex.org/W2049433258'
 'https://openalex.org/W2049881921' 'https://openalex.org/W2050077750'
 'https://openalex.org/W2050277707' 'https://openalex.org/W2052942525'
 'https://openalex.org/W2058638038' 'https://openalex.org/W2060960049'
 'https://openalex.org/W2065697081' 'https://openalex.org/W2067825856'
 'https://openalex.org/W2070504353' 'https://openalex.org/W2075414668'
 'https://openalex.org/W2078094607' 'https://openalex.org/W2081747411'
 'https://openalex.org/W2087724149' 'https://openalex.org/W2089351326'
 'https://openalex.org/W2091301529' 'https://openalex.org/W2094934685'
 'https://openalex.org/W2102796456' 'https://openalex.org/W2104280276'
 'https://openalex.org/W2105773184' 'https://openalex.org/W2108669352'
 'https://openalex.org/W2110506823' 'https://openalex.org/W2111363451'
 'https://openalex.org/W2111812658' 'https://openalex.org/W2111936320'
 'https://openalex.org/W2112665591' 'https://openalex.org/W2115548105'
 'https://openalex.org/W2115925287' 'https://openalex.org/W2116407129'
 'https://openalex.org/W2118122214' 'https://openalex.org/W2120946119'
 'https://openalex.org/W2122593565' 'https://openalex.org/W2123285750'
 'https://openalex.org/W2123586642' 'https://openalex.org/W2123871741'
 'https://openalex.org/W2124405605' 'https://openalex.org/W2128688978'
 'https://openalex.org/W2129069333' 'https://openalex.org/W2129446839'
 'https://openalex.org/W2130952061' 'https://openalex.org/W2131055411'
 'https://openalex.org/W2131145879' 'https://openalex.org/W2132589046'
 'https://openalex.org/W2132727669' 'https://openalex.org/W2132988439'
 'https://openalex.org/W2135693661' 'https://openalex.org/W2136112347'
 'https://openalex.org/W2136240258' 'https://openalex.org/W2137240809'
 'https://openalex.org/W2139041794' 'https://openalex.org/W2140294498'
 'https://openalex.org/W2140971489' 'https://openalex.org/W2141226948'
 'https://openalex.org/W2141835554' 'https://openalex.org/W2143364856'
 'https://openalex.org/W2143579043' 'https://openalex.org/W2145785612'
 'https://openalex.org/W2146030523' 'https://openalex.org/W2147974475'
 'https://openalex.org/W2148109093' 'https://openalex.org/W2148273052'
 'https://openalex.org/W2148409689' 'https://openalex.org/W2148465470'
 'https://openalex.org/W2152146950' 'https://openalex.org/W2153965744'
 'https://openalex.org/W2155129137' 'https://openalex.org/W2160178930'
 'https://openalex.org/W2160380001' 'https://openalex.org/W2160449301'
 'https://openalex.org/W2167064225' 'https://openalex.org/W2167514255'
 'https://openalex.org/W2167928095' 'https://openalex.org/W2168036607'
 'https://openalex.org/W2168290613' 'https://openalex.org/W2170020138'
 'https://openalex.org/W2172193860' 'https://openalex.org/W2232839779'
 'https://openalex.org/W2261234585' 'https://openalex.org/W2262510573'
 'https://openalex.org/W2413509892' 'https://openalex.org/W2582377764'
 'https://openalex.org/W280736733' 'https://openalex.org/W2983995785'
 'https://openalex.org/W2993299366' 'https://openalex.org/W3000218251'
 'https://openalex.org/W3022607203' 'https://openalex.org/W3122464746'
 'https://openalex.org/W3122674824' 'https://openalex.org/W3123579959'
 'https://openalex.org/W313836412' 'https://openalex.org/W4285719527'
 'https://openalex.org/W52589425' 'https://openalex.org/W631322458'
 'https://openalex.org/W91975816']",0,-1,"mis, systems, information systems, literature, information, research, terms, based",
jatspthis study examines the impact of coordination capabilities provided by enterprise systems es manifested in es standardization and extensiveness on merger and acquisition mampa outcomes in the short and long term specifically we examine the extent to which the es standardization and es extensiveness of the acquiring and target firms contribute to value creation in mampa initiatives we also study the relationship between the es standardization and es extensiveness of the acquiring and target firms and mampa offer premiums the empirical analysis suggests that the es standardization of acquirers is related to lower offer premiums and a higher market response to the acquisition for the acquirer however it is the es extensiveness of the acquirer that improves longterm performance ie decreases goodwill impairment and increases operating performance the analysis also indicates that the target’s es standardization increases the premium for the target firm and generates a positive market response to the acquisition for the target firm overall the analysis indicates that the es standardization likely affects the integration cost that influences market response to the mampa and to the mampa premium in the short term but it is es extensiveness that affects the realized synergy from the mampa that affects longterm performancejatsp,Enterprise Systems and M&amp;A Outcomes for Acquirers and Targets,MIS Quarterly,2022.0,10.25300/misq/2022/15994,"[{'affiliation': array([], dtype=object), 'family': 'Cao', 'given': 'Chengxin', 'sequence': 'first'}
 {'affiliation': array([], dtype=object), 'family': 'Ray', 'given': 'Gautam', 'sequence': 'additional'}
 {'affiliation': array([], dtype=object), 'family': 'Subramani', 'given': 'Mani', 'sequence': 'additional'}
 {'affiliation': array([], dtype=object), 'family': 'Gupta', 'given': 'Alok', 'sequence': 'additional'}]",,1,2,"analysis, approach, behavioral, cognitive, design, development, form, integration, management, model","analysis, new, technology, provide, integration, management, social, empirical"
jatsp“brickandmortar” retailers when expanding their businesses to online channels can either add a separate online channel or integrate channels to enhance service offerings although past studies on channel choice have yielded insights into factors affecting consumers’ channel preference there is a dearth of research that sheds light on when and why massive investments into channel integration would be preferred over online optimizations to this end we construct and validate a theoretical model that posits omnichannel integration services for acquisition and recovery as predictors of consumers’ online channel preference through influencing their perceptions of convenience and risk our experimental study reveals how distinct configurations of crosschannel service offerings affect consumers’ channel evaluations and decisions as well as how complementarities from channel integration across transaction and posttransaction phases can prevail over pure online substitutes consequently this study bridges diagnostic and prescriptive research streams on multichannel and omnichannel retail by attesting to channel integration as a viable channel differentiator from a practical standpoint we compare 12 distinct channel configurations with regard to consumers’ core evaluative criteria and highlight the value of omnichannel integration since efficiency improvements to the online channel can only serve as a partial substitute to channel integrationjatsp,Disentangling the Impact of Omnichannel Integration on Consumer Behavior in Integrated Sales Channels,MIS Quarterly,2020.0,10.25300/misq/2020/14121,"[{'affiliation': array([], dtype=object), 'family': 'Trenz', 'given': 'Manuel', 'sequence': 'first'}
 {'affiliation': array([], dtype=object), 'family': 'Veit', 'given': 'Daniel', 'sequence': 'additional'}
 {'affiliation': array([], dtype=object), 'family': 'Tan', 'given': 'Chee-Wee', 'sequence': 'additional'}]","['https://openalex.org/W1493959212' 'https://openalex.org/W1504107215'
 'https://openalex.org/W1517229207' 'https://openalex.org/W1525683663'
 'https://openalex.org/W1708393801' 'https://openalex.org/W1730782591'
 'https://openalex.org/W1807667952' 'https://openalex.org/W1903476977'
 'https://openalex.org/W1917899386' 'https://openalex.org/W1918570226'
 'https://openalex.org/W1965436425' 'https://openalex.org/W1965605848'
 'https://openalex.org/W1967111654' 'https://openalex.org/W1967228352'
 'https://openalex.org/W1972677436' 'https://openalex.org/W1972903596'
 'https://openalex.org/W1974190347' 'https://openalex.org/W1976484603'
 'https://openalex.org/W1977742349' 'https://openalex.org/W1980939603'
 'https://openalex.org/W1983100516' 'https://openalex.org/W1985825369'
 'https://openalex.org/W1985932677' 'https://openalex.org/W1988005587'
 'https://openalex.org/W1989597713' 'https://openalex.org/W1991583686'
 'https://openalex.org/W1999062425' 'https://openalex.org/W2004709510'
 'https://openalex.org/W2005215882' 'https://openalex.org/W2010398643'
 'https://openalex.org/W2016603457' 'https://openalex.org/W2017167557'
 'https://openalex.org/W2022727669' 'https://openalex.org/W2022920407'
 'https://openalex.org/W2027172125' 'https://openalex.org/W2034170327'
 'https://openalex.org/W2034599661' 'https://openalex.org/W2034966429'
 'https://openalex.org/W2035039909' 'https://openalex.org/W2047036688'
 'https://openalex.org/W204834283' 'https://openalex.org/W2051850371'
 'https://openalex.org/W2052377911' 'https://openalex.org/W2055160219'
 'https://openalex.org/W2062129386' 'https://openalex.org/W2062613482'
 'https://openalex.org/W2069406228' 'https://openalex.org/W2071342046'
 'https://openalex.org/W2075642635' 'https://openalex.org/W2082656580'
 'https://openalex.org/W2084605811' 'https://openalex.org/W2086915405'
 'https://openalex.org/W2090653907' 'https://openalex.org/W2093748209'
 'https://openalex.org/W2093946848' 'https://openalex.org/W2095743576'
 'https://openalex.org/W2096205569' 'https://openalex.org/W2099686287'
 'https://openalex.org/W2099697766' 'https://openalex.org/W2099979943'
 'https://openalex.org/W2100408980' 'https://openalex.org/W2105846236'
 'https://openalex.org/W2106096361' 'https://openalex.org/W2108401663'
 'https://openalex.org/W2108695004' 'https://openalex.org/W2108750986'
 'https://openalex.org/W2112090198' 'https://openalex.org/W2118904325'
 'https://openalex.org/W2119107916' 'https://openalex.org/W2125326971'
 'https://openalex.org/W2125468234' 'https://openalex.org/W2128674696'
 'https://openalex.org/W2131568786' 'https://openalex.org/W2134884007'
 'https://openalex.org/W2137919847' 'https://openalex.org/W2146410840'
 'https://openalex.org/W2146783429' 'https://openalex.org/W2148462589'
 'https://openalex.org/W2153950939' 'https://openalex.org/W2158473515'
 'https://openalex.org/W2159759566' 'https://openalex.org/W2160154797'
 'https://openalex.org/W2161095915' 'https://openalex.org/W2162739331'
 'https://openalex.org/W2163000185' 'https://openalex.org/W2163550632'
 'https://openalex.org/W2168578824' 'https://openalex.org/W2171515724'
 'https://openalex.org/W2287138903' 'https://openalex.org/W2326958296'
 'https://openalex.org/W2343673183' 'https://openalex.org/W2401494627'
 'https://openalex.org/W2609150706' 'https://openalex.org/W2733986035'
 'https://openalex.org/W2746313158' 'https://openalex.org/W2794779242'
 'https://openalex.org/W2801022658' 'https://openalex.org/W2899355695'
 'https://openalex.org/W2997960800' 'https://openalex.org/W3011865677'
 'https://openalex.org/W3041754228' 'https://openalex.org/W3091637843'
 'https://openalex.org/W310900469' 'https://openalex.org/W3121659628'
 'https://openalex.org/W3121775323' 'https://openalex.org/W3121901337'
 'https://openalex.org/W3121909861' 'https://openalex.org/W3122249463'
 'https://openalex.org/W3122331455' 'https://openalex.org/W3122877168'
 'https://openalex.org/W3124510033' 'https://openalex.org/W3124832595'
 'https://openalex.org/W3124922652' 'https://openalex.org/W3125283999'
 'https://openalex.org/W3125621338' 'https://openalex.org/W3126055879'
 'https://openalex.org/W3151176709' 'https://openalex.org/W42250804'
 'https://openalex.org/W4229602879' 'https://openalex.org/W4231536446'
 'https://openalex.org/W4231593901' 'https://openalex.org/W4231757965'
 'https://openalex.org/W4235678817' 'https://openalex.org/W4238619558'
 'https://openalex.org/W4243659100' 'https://openalex.org/W4246909570'
 'https://openalex.org/W4249136382' 'https://openalex.org/W4383865221']",1,5,"analysis, approach, behavioral, cognitive, design, development, form, integration, management, model","online, significant, model, integration, role, experiment, behavior, value"
interactive problemsolving is defined as usermachine dialogues to identify and solve problems with imprecise solution criteria although high payoffs from interactive problemsolving systems have been predicted few such systems are in use a key problem is the lack of understanding of the requirements of the potential users this paper presents the results of case studies of the use of an interactive problemsolving system based on observations from these case studies a list of user characteristics have been compiled relating to user behavior eg data user and problem solving methods and user requirements eg the need for involvement in the solution process,Case Studies of End User Requirements for Interactive Problem-Solving Systems,MIS Quarterly,1977.0,10.2307/248766,"[{'affiliation': array([], dtype=object), 'family': 'Carlson', 'given': 'Eric D.', 'sequence': 'first'}
 {'affiliation': array([], dtype=object), 'family': 'Grace', 'given': 'Barbara F.', 'sequence': 'additional'}
 {'affiliation': array([], dtype=object), 'family': 'Sutton', 'given': 'Jimmy A.', 'sequence': 'additional'}]","['https://openalex.org/W1627041611' 'https://openalex.org/W1977153588'
 'https://openalex.org/W2043102298' 'https://openalex.org/W2089666999'
 'https://openalex.org/W2101214389' 'https://openalex.org/W2134659752'
 'https://openalex.org/W2275773297' 'https://openalex.org/W2397590696'
 'https://openalex.org/W600326617']",1,3,"analysis, approach, behavioral, cognitive, design, development, form, integration, management, model","cognitive, user, users, form, methods, key, studies, reveal"
jatspmany of the theories used in behavioral cybersecurity research have been applied with a nomothetic approach which is characterized by crosssectional data eg onetime surveys that identify patterns across a population of individuals although this can provide valuable betweenperson pointintime insights eg employees who use neutralization techniques such as denying responsibility for cybersecurity policy violations tend to comply less it is unable to reveal withinperson patterns that account for varying experiences and situations over time this paper articulates why an idiographic approach which undertakes a withinperson analysis of longitudinal data can 1 help validate widely used theories in behavioral cybersecurity research that imply patterns of behavior within a given person over time and 2 provide distinct theoretical insights on behavioral cybersecurity phenomena by accounting for such withinperson patterns to these ends we apply an idiographic approach to an established theory in behavioral cybersecurity research—neutralization theory—and empirically test a withinperson variant of this theory using a fourweek experience sampling study our results support a more granular application of neutralization theory in the cybersecurity context that considers the behavior of a given person over time we conclude the paper by highlighting the contexts and theories that provide the most promising opportunities for future behavioral cybersecurity research using an idiographic approachjatsp,Time Will Tell: The Case for an Idiographic Approach to Behavioral Cybersecurity Research,MIS Quarterly,2024.0,10.25300/misq/2023/17707,"[{'affiliation': array([], dtype=object), 'family': 'Cram', 'given': 'W. Alec', 'sequence': 'first'}
 {'affiliation': array([], dtype=object), 'family': 'D’Arcy', 'given': 'John', 'sequence': 'additional'}
 {'affiliation': array([], dtype=object), 'family': 'Benlian', 'given': 'Alexander', 'sequence': 'additional'}]",,1,0,"analysis, approach, behavioral, cognitive, design, development, form, integration, management, model","theory, approach, research, behavioral, using, time, data, patterns"
horizontal mechanisms are structural overlays such as roles and groups and nonstructural devices such as physical colocation that are designed to facilitate crossunit collaborationthe objective of this study is to increase our cumulative knowledge about what topdown mechanisms are being used to promote the coordination of is activities across corporatedivision boundariespropositions about how mechanism usage differs under centralized versus federal is organization contexts are developed based on a synthesis of prior organization science and empirical is literaturemultiple methods are used to collect data from is and nonis senior managers from two case sites with theoretically different is coordination needsas predicted multiple types of structural and nonstructural mechanisms were implemented for businessis coordination in the company with a centralized is context and for corporate isdecentralized is coordination in the company with a federal is contextan unexpected finding was that mechanisms for both of these kinds of is coordination were valued at each case sitethe prediction that a formal group mechanism would be perceived as more effective for achieving crossunit coordination than an integrator role mechanism was not supportedthe article concludes with a discussion of implications for research and practice,Horizontal Mechanisms under Differing IS Organization Contexts,MIS Quarterly,1999.0,10.2307/249470,"[{'affiliation': array(['Indiana University – Purdue University Indianapolis'],
       dtype=object), 'family': 'Brown', 'given': 'Carol V.', 'sequence': 'first'}]","['https://openalex.org/W125336254' 'https://openalex.org/W1491807718'
 'https://openalex.org/W1492526498' 'https://openalex.org/W1496112752'
 'https://openalex.org/W1527311855' 'https://openalex.org/W1539813294'
 'https://openalex.org/W1578156328' 'https://openalex.org/W1590366552'
 'https://openalex.org/W1592160544' 'https://openalex.org/W1594251055'
 'https://openalex.org/W1600296154' 'https://openalex.org/W1603871974'
 'https://openalex.org/W1606259096' 'https://openalex.org/W1721956270'
 'https://openalex.org/W1742818702' 'https://openalex.org/W1749773073'
 'https://openalex.org/W1985458036' 'https://openalex.org/W1985742568'
 'https://openalex.org/W2012701631' 'https://openalex.org/W2032206492'
 'https://openalex.org/W2034250776' 'https://openalex.org/W2051607760'
 'https://openalex.org/W2058192317' 'https://openalex.org/W2067675606'
 'https://openalex.org/W2068786172' 'https://openalex.org/W2069532207'
 'https://openalex.org/W2076823740' 'https://openalex.org/W2088428295'
 'https://openalex.org/W2091949669' 'https://openalex.org/W2092323045'
 'https://openalex.org/W2135492276' 'https://openalex.org/W2157327842'
 'https://openalex.org/W2158159820' 'https://openalex.org/W2218469264'
 'https://openalex.org/W2400970023' 'https://openalex.org/W2491695963'
 'https://openalex.org/W2566105315' 'https://openalex.org/W3144864525'
 'https://openalex.org/W3149395617' 'https://openalex.org/W4230533303'
 'https://openalex.org/W4240290923' 'https://openalex.org/W4241707116'
 'https://openalex.org/W4242016886' 'https://openalex.org/W4250106112'
 'https://openalex.org/W4300868572' 'https://openalex.org/W4375849300'
 'https://openalex.org/W52169070' 'https://openalex.org/W589388187'
 'https://openalex.org/W592097829']",1,1,"analysis, approach, behavioral, cognitive, design, development, form, integration, management, model","planning, organization, management, organizational, support, use, requirements, literature"
jatspfocusing on imbrication change as conducted by designers during design and development we undertook a 25year long case study to examine how 10 hospitals configured technology and planned routine changes as they sought to transform their organizations our observations revealed a phenomenon we call ruptures defined as situations that occur due to breakdowns in the process of itenabled change ruptures allow us to unpack the temporal process of identifying and resolving instances of disruptive problems during itenabled change our analysis of ruptures in this context expands the theory of imbrication to account for the role of designers we demonstrate that three imbrication types—historical envisioned and realized—exist cognitively during design and influence the design process our results demonstrate how problems arise how dynamic change unfolds through sensemaking and how fractal embedded imbrications complicate the itenabled change processjatsp,Ruptures During IT-enabled Change: A Sensemaking and Imbrication Analysis,MIS Quarterly,2025.0,10.25300/misq/2024/16767,"[{'affiliation': array([], dtype=object), 'family': 'Haggerty', 'given': 'Nicole', 'sequence': 'first'}
 {'affiliation': array([], dtype=object), 'family': 'Compeau', 'given': 'Deborah', 'sequence': 'additional'}]",,1,4,"analysis, approach, behavioral, cognitive, design, development, form, integration, management, model","design, process, problem, development, results, knowledge, patterns, paper"
zale corporation once melted down most of its damaged returned or repossessed jewelry resulting in substantial lost revenues it was determined that additional revenue could be produced from salvageable jewelry if the value of the items could be accurately determined this meant the jewelry had to be appraised by experienced gemologists to determine the most profitable disposition the gemologists productivity suffered because the appraisal was extremely labor intensive to address this problem an automated multimedia system utilizing electronically linked measuring instruments voice recognition and interconnected lan databases was developed although the unique voice recognition feature of the system was later abandoned the use of the system enhanced productivity this paper describes the systems development its subsequent evolution and the lessons learned form the process,A Multimedia Solution to Productivity Gridlock: A Re-Engineered Jewelry Appraisal System at Zale Corporation,MIS Quarterly,1994.0,10.2307/249608,"[{'affiliation': array([], dtype=object), 'family': 'Newman', 'given': 'Julie', 'sequence': 'first'}
 {'affiliation': array([], dtype=object), 'family': 'Kozar', 'given': 'Kenneth A.', 'sequence': 'additional'}]",['https://openalex.org/W1988410705' 'https://openalex.org/W1991691398'],1,4,"analysis, approach, behavioral, cognitive, design, development, form, integration, management, model","design, process, problem, development, results, knowledge, patterns, paper"
the study investigates the media selection behavior of directors executives and managers through the use of multiple methods the findings indicate the directors were more self oriented in their media choices more often choosing media based on accessease of use criteria while the managers were more other oriented more often making choices based on media richnesssocial presence criteria these differences have implications in the interpretation of communication from directors and managers to the rest of the organization and suggest a model for understanding the use of rich and lean communication media the literature review of the study makes a major contribution by fitting together the multiple theories applied to the area and showing how conflicting results from all the established media selection theories make sense in different circumstances,"An Investigation of Media Selection among Directors and Managers: From ""Self"" to ""Other"" Orientation",MIS Quarterly,1998.0,10.2307/249669,"[{'affiliation': array(['Suffolk University'], dtype=object), 'family': 'Carlson', 'given': 'Patricia J.', 'sequence': 'first'}
 {'affiliation': array(['Decision Sciences (United States)'], dtype=object), 'family': 'Davis', 'given': 'Gordon B.', 'sequence': 'additional'}]","['https://openalex.org/W1498488428' 'https://openalex.org/W1515402129'
 'https://openalex.org/W1533654221' 'https://openalex.org/W1542062290'
 'https://openalex.org/W1543672175' 'https://openalex.org/W1552483424'
 'https://openalex.org/W1581356348' 'https://openalex.org/W1598208848'
 'https://openalex.org/W1599073694' 'https://openalex.org/W1678916964'
 'https://openalex.org/W1969486542' 'https://openalex.org/W1971167516'
 'https://openalex.org/W1971598795' 'https://openalex.org/W1972913614'
 'https://openalex.org/W1973427002' 'https://openalex.org/W1974293918'
 'https://openalex.org/W1976796549' 'https://openalex.org/W1978968125'
 'https://openalex.org/W1989304657' 'https://openalex.org/W1991234859'
 'https://openalex.org/W1994434576' 'https://openalex.org/W1995363876'
 'https://openalex.org/W1999687611' 'https://openalex.org/W2002561323'
 'https://openalex.org/W2002886077' 'https://openalex.org/W2010893442'
 'https://openalex.org/W2028126892' 'https://openalex.org/W2030461011'
 'https://openalex.org/W2032633302' 'https://openalex.org/W2039728154'
 'https://openalex.org/W2042846381' 'https://openalex.org/W2044295466'
 'https://openalex.org/W2047805418' 'https://openalex.org/W2049795571'
 'https://openalex.org/W2056683859' 'https://openalex.org/W2063164276'
 'https://openalex.org/W2066699491' 'https://openalex.org/W2069651269'
 'https://openalex.org/W2075253481' 'https://openalex.org/W2075503584'
 'https://openalex.org/W2079695567' 'https://openalex.org/W2085081981'
 'https://openalex.org/W2088983290' 'https://openalex.org/W2098201245'
 'https://openalex.org/W2100044008' 'https://openalex.org/W2101419153'
 'https://openalex.org/W2108752510' 'https://openalex.org/W2109534191'
 'https://openalex.org/W2113795244' 'https://openalex.org/W2124179048'
 'https://openalex.org/W2135010623' 'https://openalex.org/W2140256961'
 'https://openalex.org/W2141895848' 'https://openalex.org/W2148864642'
 'https://openalex.org/W2149942469' 'https://openalex.org/W2150964509'
 'https://openalex.org/W2157058677' 'https://openalex.org/W2159698243'
 'https://openalex.org/W2161221625' 'https://openalex.org/W2161991673'
 'https://openalex.org/W2164827649' 'https://openalex.org/W2275773297'
 'https://openalex.org/W2329395632' 'https://openalex.org/W2335841795'
 'https://openalex.org/W2441679844' 'https://openalex.org/W2486919185'
 'https://openalex.org/W2492990205' 'https://openalex.org/W3121175530'
 'https://openalex.org/W3125984919' 'https://openalex.org/W52087869'
 'https://openalex.org/W53252746' 'https://openalex.org/W597643983'
 'https://openalex.org/W602637578' 'https://openalex.org/W629335440'
 'https://openalex.org/W63575160' 'https://openalex.org/W76363821']",0,-1,"mis, systems, information systems, literature, information, research, terms, based",
in 1974 louisiana national bank designed and implemented a financial planning system for the past five years it has been the primary reporting analysis and decision support tool for the budget committee and the primary source of the financial reports for the board of directors top management of the bank believes that as a direct result of the use of this system louisiana national bank 1 reversed a decreasing profit trend by increasing profits more than 92 in one year 2 creatively managed the banks liquidity during severe market pressures 3 restructured the banks assetliability management policies to better align with newly perceived market and investment potential and 4 sharply reduced th cost and management burden of reporting to regulators in addition to the quantifiable benefits cited above use of the system resulted in several other improvements including 1 a reduction in the amount of time required to meet periodic management reporting requirements 2 increased understanding of financial reports by the board of directors 3 improved communications between bank executives and regulator examiners and 4 a discipline and structure within which the budget committee could establish goals and action plans the financial planning system supports financial decision making at both the tactical and strategic levels it is an integrated system which includes reporting and analysis of historical data long and short range forecasting and modeling,The Financial Planning System at Louisiana National Bank,MIS Quarterly,1979.0,10.2307/248787,"[{'affiliation': array([], dtype=object), 'family': 'Sprague', 'given': 'Ralph H.', 'sequence': 'first'}
 {'affiliation': array([], dtype=object), 'family': 'Olson', 'given': 'Ronald L.', 'sequence': 'additional'}]",,1,1,"analysis, approach, behavioral, cognitive, design, development, form, integration, management, model","planning, organization, management, organizational, support, use, requirements, literature"
jatsponline labor markets and the humans that power them serve a critical role in the advancement of artificial intelligence and supervised machine learning via the creation of useful training datasets the use of human effort in online labor markets is not enough however as a key factor is understanding the possible interventions that market operators can leverage to incentivize human effort among their labor force we propose that platforms could implement mechanisms such as rewards or punishments at individual or group levels to incentivize realeffort and output we apply our interventions using a collaborative image tagging experiment—a folksonomy—and the results provide interesting insights and nonobvious consequences on average interventions applied at the group level outperformed interventions applied at the individual level punishing the group provided the most controversial incentive strategy and provided a nonobvious significant improvement in effort rewarding or sanctioning an individual had similar effects on average with both treatments leading to significant increases in effort postintervention in contrast to predictions sanctioning appears to have significantly motivated those that were punished overall the interventions applied in our realeffort collaborative image tagging experiment had a significant impact on behavior which provides guidance for online labor market operators and the use of incentives in the creation of labeled machine learning training datasetsjatsp,Real-Effort Incentives in Online Labor Markets: Punishments and Rewards for Individuals and Groups,MIS Quarterly,2024.0,10.25300/misq/2023/15166,"[{'affiliation': array(['University of Arizona'], dtype=object), 'family': 'Hashim', 'given': 'Matthew J.', 'sequence': 'first'}
 {'affiliation': array(['University of Arizona'], dtype=object), 'family': 'Bockstedt', 'given': 'Jesse', 'sequence': 'additional'}]",,1,5,"analysis, approach, behavioral, cognitive, design, development, form, integration, management, model","online, significant, model, integration, role, experiment, behavior, value"
